Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Unique_Project_ID,Project_ID,Project_Name,Start_Date,Completion_Date,Project_LifeCycle_Cost,Schedule_Variance_days,Schedule_Variancne_perc,Schedule_Color,Cost_Variance_mil,Cost_Variance,Cost_Color
027-000000052,872,27,Office of Personnel Management,USA Staffing System,29,5847,FY14 Q2 Oracle Security Patch (Database and Operating System),09/12/2013,08/02/2014,0.009,0,0,Green,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,30,5849,FY14 Q3 Oracle Security Patch (Database and Operating System),10/02/2014,10/05/2014,0.009,0,0,Green,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,32,5853,FY14 Continuity of Operations (COOP) Plan Test and Update,01/11/2013,30/04/2014,0.039,0,0,Green,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,33,5855,FY14 Contingency Plan Test and Update,01/11/2013,30/04/2014,0.017,0,0,Green,0,0,Green
027-000000052,872,27,Office of Personnel Management,USA Staffing System,34,5857,FY14 CAU Phase 3,01/10/2013,29/03/2014,1.898,0,0,Green,0,0,Green
027-000000082,1283,27,Office of Personnel Management,Multi-State Plan Program (MSPP),1,6697,MSP Issuer Application,01/08/2012,01/03/2013,0.764,0,0,Green,0,0,Green
027-000000082,1283,27,Office of Personnel Management,Multi-State Plan Program (MSPP),2,6699,MSP Application Portal,08/04/2013,01/10/2013,0.2,0,0,Green,0,0,Green
027-000000082,1283,27,Office of Personnel Management,Multi-State Plan Program (MSPP),3,6701,Network Adequacy Measurement (NAM),03/09/2012,01/10/2013,0.965,0,0,Green,0,0,Green
027-000000082,1283,27,Office of Personnel Management,Multi-State Plan Program (MSPP),4,6703,Plan Data Reporting,12/04/2013,01/07/2013,0.2,-60,-75,Red,0,0,Green
027-000000082,1283,27,Office of Personnel Management,Multi-State Plan Program (MSPP),5,6705,Disputed Claims System,12/04/2013,01/06/2014,0.175,-2,-0.48,Green,0,0,Green
027-000000082,1283,27,Office of Personnel Management,Multi-State Plan Program (MSPP),6,6707,Account Management,12/04/2013,30/05/2014,0.175,0,0,Green,0,0,Green
028-000001001,457,28,Small Business Administration,OCFO: Oracle Administrative Accounting/JAAMS 1.0,JAAMS1,4775,JAAMS Enhancements,07/10/2013,26/09/2014,0.23125,0,0,Green,0,0,Green
028-000001004,461,28,Small Business Administration,OCA: Loan Accounting System (LAS),16181,1455,PROJ: LAS ADMIN,10/09/2010,26/05/2011,0.034,0,0,Green,0,0,Green
028-000001004,461,28,Small Business Administration,OCA: Loan Accounting System (LAS),16182,1456,PROJ: LAS Document Loan Accounting,01/06/2012,17/06/2014,1.224,0,0,Green,-0.000003,0,Green
028-000001004,461,28,Small Business Administration,OCA: Loan Accounting System (LAS),16183,1457,PROJ: LAS Implement Improvements,01/06/2012,30/09/2013,5.5845,0,0,Green,0.7856,14.07,Yellow
028-000001004,461,28,Small Business Administration,OCA: Loan Accounting System (LAS),16184,1458,PROJ: LAS Incremental UI,27/09/2010,27/05/2012,1.6192,-27,-4.65,Green,-0.0163,-1.01,Green
028-000001004,461,28,Small Business Administration,OCA: Loan Accounting System (LAS),16185,1459,PROJ: LAS Perform Root Cause,01/06/2011,15/09/2012,0.726,-30,-6.56,Green,0.0358,4.93,Green
028-000001004,461,28,Small Business Administration,OCA: Loan Accounting System (LAS),16186,1460,PROJ: LAS PMO,15/09/2010,13/09/2013,3.552,1,0.09,Green,0,0,Green
028-000001004,461,28,Small Business Administration,OCA: Loan Accounting System (LAS),16187,1461,PROJ: LAS Port,27/09/2010,28/09/2018,5.475,0,0,Green,-0.000023,0,Green
028-000001004,461,28,Small Business Administration,OCA: Loan Accounting System (LAS),16806,1462,PROJ: LAS Microloans Automation Project FY2010,13/09/2010,29/08/2011,0.388,-89,-296.67,Red,0,0,Green
028-000005001,462,28,Small Business Administration,ODA: Disaster Credit Management Modernization (DCMM),DCMMTRFY13,4435,DCMM - MTR FY13,01/10/2012,30/09/2013,1.674,0,0,Green,0.0374,2.23,Green
028-000005001,462,28,Small Business Administration,ODA: Disaster Credit Management Modernization (DCMM),DCMMTRFY14,4437,DCMM - MTR FY14,01/10/2013,30/09/2014,1.7062,0,0,Green,0,0,Green
028-000006010,463,28,Small Business Administration,OCFO: Contract Management System (CMS),CMS1,4773,CMS Enhancements,07/10/2013,26/09/2014,0.293,0,0,Green,0,0,Green
028-000000100,465,28,Small Business Administration,OCPL: Business Gateway,15920,972,PROJ: FY11 Small Business Platform / Green,01/10/2010,30/09/2011,1.25,0,0,Green,0,0,Green
028-000000100,465,28,Small Business Administration,OCPL: Business Gateway,15922,973,PROJ: FY11-FY12 SBA.gov,16/06/2011,28/09/2012,5.696,0,0,Green,0.139077,2.44,Green
028-000000100,465,28,Small Business Administration,OCPL: Business Gateway,15924,4777,PROJ: FY12 SBA.gov TO3 Extension,01/10/2012,31/12/2012,1.157388,0,0,Green,-0.004915,-0.42,Green
028-000000100,465,28,Small Business Administration,OCPL: Business Gateway,15926,4779,PROJ: FY13 SBA.gov TO4,01/04/2013,30/09/2013,3.663249,0,0,Green,0,0,Green
028-000000100,465,28,Small Business Administration,OCPL: Business Gateway,15928,4781,PROJ: FY14 SBA.gov,01/10/2013,30/09/2014,3.478275,0,0,Green,0,0,Green
028-000000100,465,28,Small Business Administration,OCPL: Business Gateway,15925,7521,PROJ: FY12 SBA.gov TO3 Extension 2,02/01/2013,29/03/2013,1.149389,0,0,Green,-0.087627,-7.62,Green
028-000007007,466,28,Small Business Administration,OCIO: Identity and Access Management and Homeland Security Presidential Directive-12 (HSPD-12),15000,4745,PROJ: HSPD12 FY2013 DME,01/10/2012,30/09/2013,0.5,0,0,Green,0,0,Green
028-000008007,888,28,Small Business Administration,OII: Small Business Innovative Research (SBIR),14209,1400,PROJ: Small Business Innovative Research (SBIR),17/08/2010,11/11/2011,2.25,-15,-3.63,Green,0.0865,6.12,Green
028-000008007,888,28,Small Business Administration,OII: Small Business Innovative Research (SBIR),14211,4439,PROJ: SBIR 2013,01/10/2012,30/09/2013,1.313,0,0,Green,0.008133,0.96,Green
028-000002003,892,28,Small Business Administration,OII: Small Business Investment Company (SBIC-WEB),14208,1395,PROJ:  Small Business Investment Company (SBIC),21/01/2010,28/09/2012,1.5,-336,-34.25,Red,-0.0694,-6.39,Green
028-000002003,892,28,Small Business Administration,OII: Small Business Investment Company (SBIC-WEB),14209,4517,SBIC Web Phase 2,01/10/2012,30/09/2013,0.705,0,0,Green,0,0,Green
028-000002003,892,28,Small Business Administration,OII: Small Business Investment Company (SBIC-WEB),14210,4519,SBIC Web Phase 3,01/10/2013,30/09/2014,0.985,0,0,Green,0,0,Green
028-000003005,1097,28,Small Business Administration,GCBD: GCBD Consolidated IT Investments,29471,1336,PROJ: OneTrack CMS,25/04/2011,31/10/2013,1.615,0,0,Green,-0.008447,-0.53,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,17190,1620,PROJ: ITI MSSS UnisysBridge,14/09/2010,30/08/2014,8.001,0,0,Green,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,17191,1621,PROJ: ITI MSSS Hosting,14/09/2010,28/09/2018,53.131,0,0,Green,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,17192,1622,PROJ: ITI MSSS MigrateSybase,04/08/2010,28/09/2018,3.22,0,0,Green,0.802297,25.06,Yellow
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29472,1623,PROJ: Wi-Fi,10/01/2011,30/09/2013,0.38,0,0,Green,0.024,6.32,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29473,1624,PROJ: Domain Authentication,15/04/2011,30/09/2013,0.3,-163,-43.94,Red,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29474,1625,PROJ: Data Center Consolidation,08/08/2011,31/12/2014,15.1,0,0,Green,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29772,1627,PROJ: Mobility Applications,03/10/2011,30/09/2013,3.4,0,0,Green,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,36632,2949,PROJ: OCIO IT Support Services Acquisition,14/02/2012,28/09/2013,7.55,0,0,Green,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29500,4733,PROJ: End User Technology Refresh,15/08/2012,30/09/2014,3,0,0,Green,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29790,4737,PROJ: IPv6 Mandate,01/10/2012,30/09/2013,0.25,0,0,Green,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29800,4739,PROJ: File and Print Server Consolidation,04/06/2012,29/06/2013,0.456,-154,-51.68,Red,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29810,4741,PROJ: Digital SBA,01/10/2012,30/09/2013,0.125,-4,-1.65,Green,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29820,4743,PROJ: IT Asset Management,18/06/2012,30/09/2013,0.24,0,0,Green,0,0,Green
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,29830,6381,PROJ: CASE Infrastructure,26/07/2011,30/09/2017,1.6,0,0,Green,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0401,793,FY11 CARE through 2020,01/10/2010,30/09/2011,46.36025,0,0,Green,1.30811,2.82,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0501,794,FY12 Transition and Development Management Resources,01/10/2011,30/09/2012,2.82,-2,-0.55,Green,-0.04767,-1.69,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0502,795,FY12 Interactive Voice Response (IVR) Services,27/11/2011,30/09/2012,18.4,11,3.61,Green,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0503,796,FY12 Computer Telephony Interation (CTI) Desktop Project,01/10/2011,30/09/2012,6,-93,-34.44,Red,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0504,797,FY12 Management Information (MI) Reporting,01/10/2011,30/09/2012,8.75,-146,-81.56,Red,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0505,798,FY12 Quality Monitoring and WorkForce Mgmt,01/10/2011,30/09/2012,9,-56,-31.28,Red,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0506,799,FY12 Unified Call Center Engineering (UCCE) Call Routing,01/10/2011,31/12/2011,6.15,0,0,Green,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0507,800,FY12 TeleService Center (TSC) Deployments,01/01/2012,30/09/2012,19.1,-90,-50.28,Red,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0509,802,FY12 Management Overhead O/H,01/10/2011,30/09/2012,0.36,-2,-0.55,Green,0.00208,0.58,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0510,803,FY12 Non-DCS Support,01/10/2011,30/09/2012,0.2,-2,-0.55,Green,0.0038,1.9,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0601,4521,FY13 IVR Services,25/11/2012,25/05/2013,10,0,0,Green,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0602,4523,FY13 CTI Desktop Project,01/10/2012,29/12/2012,2.6,-91,-103.41,Red,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0603,4525,FY13 MI Reporting,01/10/2012,30/09/2013,11.232,0,0,Green,2.00115,17.82,Yellow
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0604,4527,FY13 Quality Monitoring and WorkForce Management,01/10/2012,29/12/2012,5,-112,-127.27,Red,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0605,4529,FY13 TSC Deployments,01/10/2012,25/05/2013,21.91,0,0,Green,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0606,4531,FY13 Post-Transition Activities,31/03/2013,30/09/2013,11,0,0,Green,0,0,Green
016-000002139,495,16,Social Security Administration,Citizen Access Routing Enterprise through 2020-CARE 2020,CARE0701,4533,FY14 Enhancements to the CARE 2020 Solution,01/10/2013,30/09/2014,1.467,0,0,Green,0,0,Green
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA06,824,FY11  Disability Determination Services Automation (DDSA),01/10/2010,30/09/2011,49.90049,0,0,Green,0.35281,0.71,Green
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0701,825,FY12 - DDS Support,03/10/2011,30/09/2012,7.88095,0,0,Green,-0.20915,-2.65,Green
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0702,826,FY12 - Iron Data (ID),03/10/2011,30/09/2012,8.82243,0,0,Green,0.0928,1.05,Green
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0703,827,FY12 - MIDAS,03/10/2011,30/09/2012,2.82354,0,0,Green,0.51508,18.24,Yellow
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0704,828,FY12 - Independent DDS Support,03/10/2011,30/09/2012,0.73526,0,0,Green,0.15411,20.96,Yellow
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0705,829,FY12 - Management Support,03/10/2011,30/09/2012,1.07094,0,0,Green,0.00006,0.01,Green
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0706,830,FY12 - Non-DCS Support,03/10/2011,30/09/2012,0.19621,0,0,Green,0,0,Green
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0801,5451,FY13 Iron Data Legacy Updates,01/10/2012,30/09/2013,18.207318,0,0,Green,0.250788,1.38,Green
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0802,5453,FY13 MIDAS Legacy Updates,01/10/2012,30/09/2013,2.567155,0,0,Green,0.759685,29.59,Yellow
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0901,5455,FY14 Iron Data Legacy Updates,01/10/2013,30/09/2014,10.2731,0,0,Green,0,0,Green
016-000002125,553,16,Social Security Administration,DDS Automation,DDSA0902,5457,FY14 MIDAS Legacy Updates,01/10/2013,30/09/2014,2.787692,0,0,Green,0,0,Green
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,FACTS01,831,FY11 FACTS,01/10/2010,30/09/2011,11.987903,0,0,Green,0.188037,1.57,Green
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,FACTS0201,832,FY 12 - Oracle,27/10/2011,30/09/2012,6.158,0,0,Green,0.67323,10.93,Yellow
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,FACTS0202,833,FY12 - Services,01/10/2011,30/09/2012,3.6262,0,0,Green,0.2006,5.53,Green
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,FACTS0203,834,FY12 - SSOARS Maintenance &amp; Support Services,01/10/2011,30/09/2012,3.205,0,0,Green,0.033362,1.04,Green
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,FACTS0204,835,FY12 - MGMT O/H,01/10/2011,30/09/2012,0.27222,0,0,Green,0,0,Green
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,FACTS0205,836,FY12 - non-DCS Support,01/10/2011,30/09/2012,0.444572,0,0,Green,0,0,Green
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,FACTS0301,4273,FY13 - Oracle,01/10/2012,27/04/2014,6.529,0,0,Green,0,0,Green
016-000002015,554,16,Social Security Administration,Financial Accounting System-FACTS,FACTS0302,4275,FY13 - Services,01/10/2012,27/04/2014,6.391,-65,-14.51,Yellow,0,0,Green
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,TSRP0106,1029,FY11 Telephone Systems Replacement Project,01/10/2010,30/09/2011,83.47,0,0,Green,-1.49097,-1.79,Green
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,TSRP010702,1030,FY12 TSRP Project Implementation,01/10/2011,30/09/2012,21.06311,-2,-0.55,Green,-0.67632,-3.21,Green
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,TSRP010703,1031,FY12 TSRP Operations and Maintenance,01/10/2011,30/09/2012,43.02655,-2,-0.55,Green,0.97809,2.27,Green
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,TSRP010704,1032,FY12 TSRP GFTE Implementation Support,01/10/2011,30/09/2012,0.68405,-2,-0.55,Green,-0.12278,-17.95,Yellow
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,TSRP010705,1033,FY12 TSRP Management Overhead,03/10/2011,30/09/2012,0.1254,-2,-0.55,Green,0,0,Green
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,TSRP010706,1034,FY12 TSRP non-DCS Support,03/10/2011,30/09/2012,2.18316,-2,-0.55,Green,0,0,Green
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,TSRP010802,4181,FY13 TSRP Project Enhancements,01/10/2012,30/09/2013,2.2215,0,0,Green,0.00343,0.28,Green
016-000002135,556,16,Social Security Administration,Telephone Systems Replacement Project-TSRP,TSRP010902,4183,FY14 TSRP Project Enhancements,01/10/2013,30/09/2014,0.5,0,0,Green,0,0,Green
016-000002045,557,16,Social Security Administration,Title II,T20601,1021,FY11 Title II,01/10/2010,30/09/2011,11.16399,0,0,Green,0.44204,14.38,Yellow
016-000002045,557,16,Social Security Administration,Title II,T20701,1022,FY12 - Title II PE Modernization - Eliminate AJS3,01/10/2011,30/09/2012,3.264985,-59,-19.54,Yellow,-3.639947,-111.48,Red
016-000002045,557,16,Social Security Administration,Title II,T20702,1023,FY12 - Title II Modernization - P &amp; A,01/10/2011,30/09/2012,3.92223,0,0,Green,1.85316,49.56,Red
016-000002045,557,16,Social Security Administration,Title II,T20703,1024,FY12 - Title II Systems - Maintenance,01/10/2011,30/09/2012,5.891714,-2,-0.55,Green,-0.03287,-0.56,Green
